nform,nper,sit.conyugal,nivel.educ,parent.jefe,edad,sexo,dedicacion.p,tipo.p,tareas.p,jub.pen,transf.pais,transf.ext,afam,benef.esp,ola,dpto_cod
753,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
753,2,1,10,1,47,2,1,2,2,NA,NA,1,NA,NA,3,Montevideo
755,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
755,2,4,10,1,40,1,1,1,1,0,0,NA,NA,2,3,Montevideo
755,5,1,2,4,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
755,13,2,9,2,41,2,1,6,2,0,0,NA,NA,2,3,Montevideo
755,14,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
757,1,1,4,7,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
757,2,4,9,3,34,2,1,2,4,NA,NA,1,1300,NA,3,Montevideo
757,3,1,2,7,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
757,4,3,4,1,68,2,5,NA,NA,6000,NA,NA,NA,NA,3,Montevideo
757,5,3,2,2,80,1,4,NA,NA,4000,NA,NA,NA,NA,3,Montevideo
758,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
758,2,2,7,1,39,2,1,1,2,6000,0,1,280,2,3,Montevideo
758,13,2,4,2,34,1,1,3,7,0,0,1,NA,2,3,Montevideo
760,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
760,2,2,10,1,44,2,1,1,2,NA,NA,1,NA,NA,3,Montevideo
760,3,1,4,4,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
760,4,2,10,2,49,1,1,1,2,NA,NA,1,NA,NA,3,Montevideo
763,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
763,2,4,10,1,43,2,1,2,2,3000,0,1,NA,500,3,Montevideo
763,4,1,4,4,19,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
764,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
764,2,4,10,1,46,2,6,NA,NA,NA,NA,1,NA,NA,3,Montevideo
764,13,1,1,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
765,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
765,2,3,10,1,49,1,1,1,4,NA,NA,NA,NA,NA,3,Montevideo
765,3,3,10,2,41,2,1,1,3,NA,NA,NA,NA,NA,3,Montevideo
765,4,1,2,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
766,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
766,2,3,10,2,43,2,1,1,1,NA,NA,NA,NA,NA,3,Montevideo
766,3,3,10,9,42,1,1,2,3,NA,NA,NA,NA,NA,3,Montevideo
766,4,1,2,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
770,1,1,4,7,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
770,2,3,9,4,46,2,1,2,3,NA,NA,NA,720,NA,3,Montevideo
770,3,3,4,6,44,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
770,4,1,4,7,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
770,5,5,7,1,83,2,4,NA,NA,20000,NA,NA,NA,NA,3,Montevideo
771,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
771,2,3,10,2,35,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
771,13,3,10,1,35,1,1,2,3,NA,NA,NA,NA,NA,3,Montevideo
771,14,1,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
772,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
772,2,3,5,1,48,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
772,3,1,4,3,20,2,1,2,5,NA,NA,NA,NA,3200,3,Montevideo
772,4,3,10,2,49,2,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
775,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
775,2,3,4,2,34,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
775,3,1,2,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
775,4,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
775,5,3,5,1,40,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
776,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
776,2,3,4,2,42,2,1,5,5,NA,NA,NA,NA,NA,3,Montevideo
776,3,1,2,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
776,4,3,4,1,46,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
777,1,1,4,5,14,2,3,NA,NA,5000,NA,1,NA,NA,3,Montevideo
777,2,3,4,2,35,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
777,3,1,4,5,17,1,3,NA,NA,5000,NA,1,NA,NA,3,Montevideo
777,4,3,2,1,44,1,1,2,5,NA,NA,1,NA,3000,3,Montevideo
778,1,1,4,5,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
778,2,2,4,2,37,2,1,5,5,0,0,1,3500,2,3,Montevideo
778,3,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
778,4,1,2,3,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
778,5,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
778,6,2,4,1,38,1,1,5,5,NA,NA,NA,NA,NA,3,Montevideo
782,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
782,2,4,2,1,49,2,1,1,1,2000,NA,NA,NA,NA,3,Montevideo
782,3,1,2,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
782,9,1,4,4,16,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
782,10,1,2,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
782,11,1,5,4,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
785,1,1,4,5,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
785,2,3,4,2,39,2,2,NA,NA,1500,NA,NA,NA,NA,3,Canelones
785,3,3,9,1,43,1,1,1,1,NA,NA,NA,NA,NA,3,Canelones
785,4,1,4,5,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
785,5,1,4,3,19,2,1,2,6,NA,NA,NA,NA,NA,3,Canelones
785,6,1,2,5,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
785,13,1,1,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
785,14,1,1,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
787,1,1,2,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
787,2,3,2,1,48,1,1,2,5,NA,NA,NA,NA,NA,3,Canelones
787,3,3,2,2,39,2,1,6,9,NA,NA,NA,2359,NA,3,Canelones
787,4,1,4,3,25,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
787,5,4,2,3,23,2,7,NA,NA,NA,NA,NA,NA,NA,3,Canelones
787,7,4,4,3,18,2,2,NA,NA,NA,NA,NA,NA,NA,3,Canelones
787,8,1,2,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
787,9,1,4,3,16,1,7,NA,NA,NA,NA,NA,NA,NA,3,Canelones
787,13,1,1,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
787,14,1,2,7,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
787,15,1,1,7,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
787,16,1,NA,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
788,1,1,5,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
788,2,3,2,1,39,2,1,6,5,NA,NA,NA,1800,NA,3,Canelones
788,3,1,4,3,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
788,4,3,2,2,39,1,1,2,5,NA,NA,NA,NA,NA,3,Canelones
789,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
789,2,1,4,1,48,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
789,3,1,5,4,24,1,1,1,3,NA,14000,NA,NA,NA,3,Canelones
790,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
790,2,1,4,3,14,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
790,3,5,4,2,45,2,1,2,9,NA,NA,1,NA,NA,3,Montevideo
790,4,1,4,3,16,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
790,7,3,4,1,51,1,1,2,8,NA,NA,1,NA,NA,3,Montevideo
792,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
792,2,3,2,2,42,2,6,NA,NA,NA,NA,1,1600,NA,3,Montevideo
792,3,3,2,1,57,1,4,NA,NA,3800,NA,1,NA,NA,3,Montevideo
792,13,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
793,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
793,2,2,4,1,41,1,1,6,5,NA,NA,1,1500,NA,3,Montevideo
793,3,2,4,2,34,2,1,2,9,NA,NA,1,NA,NA,3,Montevideo
793,4,1,4,3,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
794,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
794,2,4,4,1,45,2,1,2,9,2400,NA,1,NA,NA,3,Montevideo
794,4,1,2,4,17,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
794,5,1,3,4,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
795,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
795,2,3,2,1,38,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
795,3,3,4,2,35,2,1,2,9,NA,NA,2,1600,NA,3,Montevideo
795,4,1,4,3,17,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
795,5,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
795,13,1,NA,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
797,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
797,2,3,4,2,35,2,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
797,3,3,4,1,42,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
797,4,1,4,3,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
797,5,1,4,3,16,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
798,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
798,2,3,2,2,33,2,6,NA,NA,NA,NA,NA,2044,NA,3,Montevideo
798,3,3,2,1,44,1,1,2,7,NA,NA,NA,NA,NA,3,Montevideo
798,4,1,2,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
798,5,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
798,6,1,2,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
798,13,1,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
799,1,1,4,5,14,1,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
799,13,1,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
799,14,1,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
799,15,1,NA,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
799,16,1,4,5,15,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
799,17,2,2,2,32,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
799,19,2,2,1,30,1,1,6,9,NA,NA,3,2000,NA,3,Montevideo
799,18,1,2,5,8,2,NA,NA,NA,NA,NA,4,NA,NA,3,Montevideo
799,20,1,2,5,10,1,NA,NA,NA,NA,NA,4,NA,NA,3,Montevideo
800,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
800,2,1,2,4,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
800,3,2,10,1,35,2,1,3,2,NA,NA,1,NA,NA,3,Montevideo
800,13,2,10,2,35,1,1,2,2,NA,NA,NA,NA,NA,3,Montevideo
800,14,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
803,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
803,2,4,5,1,40,1,1,6,9,NA,NA,NA,NA,NA,3,Canelones
804,1,1,2,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
804,2,3,2,1,36,2,2,NA,NA,NA,NA,2,1988,NA,3,Canelones
804,3,1,9,13,36,1,1,2,9,NA,NA,NA,NA,NA,3,Canelones
804,4,1,2,4,19,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
804,5,1,2,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
804,6,1,2,4,16,1,1,5,9,NA,NA,NA,NA,NA,3,Canelones
804,13,1,1,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
807,1,1,4,5,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
807,2,2,4,2,33,2,1,5,5,2244,NA,NA,NA,NA,3,Canelones
807,3,1,4,5,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
807,4,1,2,5,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
807,5,1,2,5,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
807,6,2,9,1,40,1,1,2,3,NA,NA,NA,1200,NA,3,Canelones
807,13,1,2,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
807,14,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
807,15,1,2,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
808,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
808,2,3,4,2,46,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
808,3,1,4,3,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
808,4,3,9,1,47,1,1,2,7,NA,NA,NA,NA,NA,3,Canelones
809,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
809,2,3,4,2,30,2,1,6,5,NA,NA,NA,1000,NA,3,Canelones
809,3,3,4,1,32,1,1,6,5,NA,NA,NA,NA,NA,3,Canelones
809,13,1,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
810,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
810,2,1,4,3,17,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
810,3,1,2,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
810,4,3,2,1,37,1,1,1,1,NA,NA,NA,490,NA,3,Canelones
810,5,3,4,2,36,2,1,2,5,NA,NA,NA,NA,NA,3,Canelones
816,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
816,2,3,4,2,39,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
816,3,3,5,1,38,1,1,1,1,NA,NA,NA,350,NA,3,Canelones
816,5,1,4,3,21,1,1,2,7,NA,NA,NA,NA,NA,3,Canelones
816,13,1,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
817,1,1,4,5,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
817,3,3,4,2,31,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
817,13,1,4,1,30,1,1,2,4,NA,NA,NA,NA,NA,3,Montevideo
817,14,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
818,1,1,4,3,13,1,NA,NA,NA,0,0,NA,NA,NA,3,Canelones
818,2,2,2,2,33,2,6,NA,NA,0,0,3,1256,NA,3,Canelones
818,3,2,2,1,29,1,1,2,9,0,0,2,NA,NA,3,Canelones
819,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
819,2,3,2,2,47,2,1,1,9,NA,NA,6,NA,NA,3,Canelones
819,3,3,2,1,44,1,1,1,3,NA,NA,NA,600,NA,3,Canelones
819,4,1,4,3,28,1,1,2,9,NA,NA,NA,NA,NA,3,Canelones
819,6,2,4,3,25,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
819,7,2,4,3,23,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
819,8,1,4,3,18,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
819,9,1,4,3,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
819,10,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
819,11,1,2,3,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
819,13,1,NA,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
819,14,1,NA,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
821,1,1,2,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
821,13,3,5,1,40,1,1,2,3,NA,NA,1,NA,NA,3,Montevideo
822,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
822,2,3,4,1,44,1,1,2,9,0,0,NA,NA,2,3,Montevideo
822,3,3,4,2,42,2,1,2,9,0,0,NA,1870,2,3,Montevideo
822,4,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
824,1,1,2,4,14,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
824,2,4,4,1,38,2,2,NA,NA,NA,NA,NA,1600,NA,3,Montevideo
824,4,1,2,4,19,2,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
824,5,1,2,4,18,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
824,6,1,2,4,17,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
824,7,1,2,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
824,13,1,1,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
824,14,1,NA,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
826,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
826,2,3,4,1,45,1,1,2,3,NA,NA,NA,NA,2100,3,Montevideo
826,3,3,5,2,33,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
826,4,1,5,3,17,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
826,5,1,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
827,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
827,2,3,2,1,40,1,1,1,10,NA,NA,NA,1780,220,3,Montevideo
827,3,3,4,2,36,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
827,4,1,4,3,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
827,5,1,2,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
828,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
828,2,2,2,1,42,1,1,6,9,NA,NA,NA,NA,NA,3,Montevideo
828,3,2,4,2,31,2,1,6,9,NA,NA,3,1985,NA,3,Montevideo
828,4,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
828,5,1,2,3,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
828,6,1,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
829,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
829,2,3,2,1,47,1,1,1,3,NA,NA,NA,NA,NA,3,Montevideo
829,3,3,2,2,43,2,1,1,8,NA,NA,NA,NA,NA,3,Montevideo
829,4,1,4,4,21,1,1,2,8,NA,NA,NA,NA,NA,3,Montevideo
829,5,1,9,4,24,2,1,1,4,NA,NA,NA,NA,NA,3,Montevideo
830,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
830,2,4,4,1,45,2,1,2,5,6000,NA,NA,600,NA,3,Montevideo
830,3,1,6,4,18,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
831,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
831,2,3,4,2,33,1,1,5,7,NA,NA,1,NA,NA,3,Montevideo
831,3,2,4,1,34,2,1,7,9,NA,NA,1,2644,NA,3,Montevideo
831,4,1,1,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
831,5,1,4,4,16,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
831,13,1,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
831,14,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
832,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
832,2,3,4,1,45,1,1,2,7,0,0,1,NA,700,3,Montevideo
832,3,3,4,2,43,2,1,2,9,0,0,1,NA,NA,3,Montevideo
832,4,1,4,3,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
833,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
833,2,3,4,1,34,1,1,2,8,NA,NA,1,NA,NA,3,Montevideo
833,3,3,4,2,33,2,1,2,5,NA,NA,1,NA,NA,3,Montevideo
833,4,1,4,3,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
833,13,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
834,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
834,2,2,4,1,38,1,1,2,5,NA,NA,2,1000,NA,3,Montevideo
834,3,2,4,2,38,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
834,13,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
835,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
835,2,3,4,2,48,1,1,2,8,NA,NA,NA,NA,NA,3,Montevideo
835,3,3,2,1,49,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
836,1,1,2,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
836,2,5,2,1,39,1,2,NA,NA,NA,NA,1,1300,NA,3,Montevideo
836,4,1,2,4,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
836,5,1,2,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
838,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
838,2,2,4,1,38,1,1,6,3,NA,NA,1,NA,NA,3,Montevideo
838,3,2,2,2,39,2,1,6,9,NA,NA,1,1300,NA,3,Montevideo
838,4,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
839,1,1,2,5,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
839,2,2,4,1,32,1,1,6,9,NA,NA,NA,NA,NA,3,Montevideo
839,3,2,2,2,29,2,1,2,9,NA,NA,3,1600,NA,3,Montevideo
839,4,1,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
839,5,1,2,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
840,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
840,2,1,4,4,41,2,1,2,7,NA,NA,1,NA,NA,3,Montevideo
840,3,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
841,1,1,4,4,14,1,3,NA,NA,NA,NA,1,NA,NA,3,Montevideo
841,2,1,4,1,41,2,1,2,7,NA,NA,1,NA,NA,3,Montevideo
841,3,1,4,4,14,2,3,NA,NA,NA,NA,1,NA,NA,3,Montevideo
842,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
842,2,3,4,1,46,2,1,5,5,NA,NA,NA,712,NA,3,Montevideo
842,3,3,4,2,42,1,1,2,7,NA,NA,NA,NA,NA,3,Montevideo
842,4,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
842,5,1,10,3,18,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
843,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
843,2,3,4,1,46,2,1,5,5,NA,NA,NA,712,NA,3,Montevideo
843,3,3,4,2,42,1,1,2,7,NA,NA,NA,NA,NA,3,Montevideo
843,4,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
843,5,1,10,3,18,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
844,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
844,2,2,4,1,41,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
844,3,2,9,2,47,2,1,6,9,NA,NA,3,1680,NA,3,Montevideo
844,4,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
845,1,1,2,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
845,2,2,5,1,32,1,1,6,3,NA,NA,NA,1319,NA,3,Montevideo
845,3,2,5,2,52,2,1,6,3,NA,NA,NA,NA,NA,3,Montevideo
845,6,1,5,3,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
846,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
846,2,2,5,2,65,1,5,NA,NA,20700,NA,NA,NA,NA,3,Montevideo
846,3,2,4,1,34,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
846,13,1,5,11,37,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
848,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
848,2,4,4,1,51,1,1,6,5,NA,NA,3,1300,NA,3,Montevideo
848,5,1,2,4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
849,1,1,4,5,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
849,2,2,4,2,31,2,1,2,7,NA,NA,NA,350,NA,3,Montevideo
849,13,2,5,1,42,1,1,2,7,NA,NA,NA,NA,NA,3,Montevideo
851,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
851,2,3,9,2,39,1,1,2,3,NA,NA,NA,213,NA,3,Montevideo
851,3,3,7,1,37,2,1,1,2,NA,NA,NA,NA,NA,3,Montevideo
851,13,1,1,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
